"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"TAPBPL - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.61021158182585,6.3188458952095,6.76028280534835,6.31027980102777,7.57153034896966,7.56485375727068,2.75168158722949,6.30352951474652,4.09524779768106,3.91156206901603,7.31735285148549,6.87663543914425,6.89616839058949,6.32257887405545,4.45440721921336,6.05833745175314,6.17140496816718,6.83997694103187,6.88698758388053,6.67450532548886,7.42039550699433,6.71411531199821,7.21000523713452,6.50190167292427,6.76267319950612
"TBC1D10B - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.61021158182585,6.04754399428926,5.69888223753912,5.93831108352748,6.86103700339678,7.06235335451556,2.75168158722949,6.30352951474652,4.09524779768106,3.91156206901603,6.73239031458239,7.2551471728932,6.57424022908534,6.32257887405545,6.41362469670674,6.11973794680552,6.20382636490237,6.40557413866893,6.36189653675834,6.56759024216694,6.6614035468966,7.07668529977496,7.28800779477973,6.64392057581764,6.4187187660948
"CCND2 - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,8.46568733717256,7.91678726217269,8.11763470230837,6.86103700339678,7.47739080791864,6.49410750066207,7.30352951474652,7.11353616365691,3.91156206901603,3.22973526082972,6.87663543914425,6.64462977182308,6.40058137372345,6.73555272051688,4.35155787445556,6.59461642806888,7.02901082153898,6.98162450909827,6.18907861130815,6.13088881119443,6.3661919985843,6.79496768913462,6.81384556603949,6.47316653949942
"TLR4 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,7.45634952739297,7.0579633016576,7.02077313131313,7.4016053133979,6.64731579047093,6.78361426044629,6.30352951474652,4.09524779768106,3.91156206901603,3.22973526082972,2.54527724159701,7.15920292158209,6.79651011358044,6.82866210713906,7.02662862955034,6.77806248561342,7.10301128809736,7.07043381030272,6.03707552884819,6.76831882003973,6.3661919985843,7.3976322048984,7.07018548988009,7.17771058917222
"ITGA2 - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.50329633474323,5.83341910779822,5.81917659235191,6.02077313131313,7.10204489764652,7.28474574501116,6.90914506396057,7.17799854299741,4.09524779768106,3.91156206901603,6.73239031458239,6.55470747009866,4.26985221203887,6.15265388162591,4.45440721921336,6.28966306120229,6.49333300700726,6.68797394273548,7.00434444005032,7.45211301714194,7.35328132958389,8.19216260598414,6.79496768913462,7.07018548988009,7.07583100115869
"PARP12 - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.2622881535543,6.744151809537,6.60158514598879,6.65820309795526,7.20896020132605,7.06235335451556,7.13153750587477,7.41900668158606,4.09524779768106,3.91156206901603,6.46935601729441,7.55470746242538,4.26985221203887,6.47458194406728,7.32051522123804,6.70470049593573,6.97875994169678,7.19612076266973,7.28974663586197,6.95461327043656,7.13088881119443,7.60720014719124,7.43239751509185,7.1033521669138,7.78436816114143
"E2F3 - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.05078412502363,6.71312489168131,6.4232477620353,6.65820309795526,7.64953281786005,7.17783070977035,7.49410750066207,7.17799854299741,4.09524779768106,3.91156206901603,6.60685947443669,7.2551471728932,7.2065085510545,6.90754141683623,7.35222397324585,7.14948540917576,7.42621880581088,7.3859453197977,7.63370113095812,7.0370755178631,7.35328132958389,7.1546878759018,7.89806114849799,7.4512756441992,7.64901644384771
"TLK2 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.32641865563289,7.21193076219183,6.81917659235191,6.89524225326924,7.64953281786005,6.93682248616989,6.90914506396057,7.52592195956672,4.09524779768106,3.91156206901603,6.46935601729441,7.2551471728932,7.0071997743053,6.15265388162591,7.41362470516831,6.57916963145516,7.06952531997279,7.46290723372891,7.25227201973404,7.39071240800008,6.86785446712164,7.49172283913228,7.65479006290419,7.57465796186237,7.47316653949942
"FCGRT - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,5.99691788616535,4.42126935699206,5.80504458074451,6.86103700339678,7.17783070977035,7.49410750066207,7.04049508699455,4.09524779768106,3.91156206901603,3.22973526082972,7.13967000662845,7.29670634256233,3.93411062164778,6.47251831468308,5.92709298445209,5.35582959535189,5.58843821121584,6.28974663586197,6.67450532548886,6.86785446712164,6.90676043459948,7.24953347780669,6.3443603971623,6.17771059913702
"NRDE2 - mRNA",6.18915358920855,7.62616074854846,4.65347160813647,4.99184601639063,5.4308195266067,6.97278157916972,5.83341910779822,5.98267525710405,5.75773873436727,7.64953281786005,6.93682248616989,6.64611061491351,7.04049508699455,4.09524779768106,3.91156206901603,3.22973526082972,6.87663543914425,4.26985221203887,6.24011670856184,7.07658956780914,6.66405855964985,6.56995431566748,6.97748047851984,7.21379795631802,6.77404111862036,7.20889130694281,6.49172284714798,7.3976322048984,6.81384556603949,6.84756206634412
"S100A8 - mRNA",7.35907860602919,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.68141600873069,7.4232477620353,7.24316555582384,6.72353346971827,7.86970839068429,6.64611061491351,7.17799854299741,4.09524779768106,7.38643550037423,6.60685947443669,7.0141390064226,6.89616839058949,7.24011671810478,6.2880937176994,6.78270302395203,6.26656209984541,7.30464515656742,6.43060925747148,6.32658214404588,6.96096384835275,6.49172284714798,6.43239751509185,6.22888326408076,6.4187187660948
"POLD1 - mRNA",7.35907860602919,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,5.94445042862068,5.98267525710405,5.89524224114932,7.20896020132605,7.06235335451556,6.78361426044629,6.52592196739464,4.09524779768106,7.50672960164952,6.60685947443669,6.72463240162888,7.15920292158209,6.79651011358044,6.58354960601191,6.17863172963434,6.23553528121851,6.054101806311,6.13362749295422,6.18907861130815,7.04842666916746,6.71411531199821,6.74051987662916,5.22888324484569,6.84756206634412
"CD3E - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.5818803793564,6.03330132545379,6.34270122620049,6.98656773448367,7.38428141054345,7.23107319725973,6.30352951474652,7.03553360651072,7.03279858695618,6.84786758418782,7.72463240162888,6.77587416529762,7.0106348124209,6.47251831468308,6.39275645051219,6.0339015224831,6.36604574990096,6.13362749295422,7.18907861130815,6.76831882003973,7.43032237706466,6.62504269743652,5.3443603971623,6.6251696053383
"CCND3 - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.14375920963854,6.21971447237991,6.24316554630104,7.4016053133979,6.47739081601437,7.02462229246083,7.17799854299741,7.38917060989401,7.03279858695618,7.05431846916995,6.55470747009866,6.89616839058949,6.85309354361047,6.2880937176994,6.92709297259681,6.86172038614774,7.02901082153898,7.02671237755199,6.95461327043656,7.04842666916746,5.90676043459948,7.36200827698641,6.73138345864968,7.30324159083361
"BAMBI - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.64899462176469,6.69888225142617,6.68373826098216,7.20896020132605,7.72531840700645,6.90914506396057,7.41900668158606,7.25792599956958,7.11080092615341,7.05431846916995,7.36206247327378,6.89616839058949,6.61208556663003,6.95794514185333,6.85670363225737,6.99737557249816,7.24051491869874,6.98162450909827,6.18907861130815,7.28289202198539,6.3661919985843,7.04008014921233,6.81384556603949,6.92773248240396
"SPRY4 - mRNA",7.64858524559266,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,7.80427274690637,7.34524536817548,7.3900070126558,6.98656773448367,6.93682248616989,6.32418259925047,7.17799854299741,4.09524779768106,6.86287351252155,7.05431846916995,7.55470746242538,6.64462977182308,3.93411062164778,6.2880937176994,6.05833745175314,6.90179781243852,6.83997694103187,6.86232549097623,6.45211301714194,7.28289202198539,5.71411531199821,7.04008014921233,6.28777690004553,6.11059641371779
"APC - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.744151809537,7.28384474751831,7.29379169621012,7.10204489764652,2.91043833744184,6.32418259925047,6.71856705512193,4.09524779768106,7.11080092615341,6.95478275142539,6.36206246450432,6.95275191522904,6.24011670856184,6.87305626149766,6.2352151913558,6.66616971028183,6.65555234642528,7.02671237755199,6.45211301714194,6.28289202198539,6.22868851505859,6.56364224301224,6.891848115836,6.4187187660948
"RBL2 - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.195174082547,7.56460237558608,7.0579633016576,7.8508481937529,6.72353346971827,6.64731579047093,7.78361426044629,6.30352951474652,4.09524779768106,7.11080092615341,6.73239031458239,2.54527724159701,4.26985221203887,6.61208556663003,7.1862141572639,6.53477556537811,6.71197338080627,7.00347570299873,7.02671237755199,6.18907861130815,6.28289202198539,6.81365106066764,6.99427651370315,6.85337399954171,7.0036814073451
"NECTIN1 - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,6.09645362748722,5.98267525710405,5.93831108352748,7.10204489764652,7.38428141054345,7.23107319725973,6.52592196739464,7.50946478164692,3.91156206901603,6.60685947443669,2.54527724159701,7.42223714741598,6.47458194406728,6.41362469670674,6.66405855964985,6.43989376708072,5.2835836843638,6.58930700070302,6.77404111862036,6.76831882003973,6.99422333950387,6.79496768913462,6.1033521669138,6.24184106046678
"PUM1 - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.32641865563289,7.45634952739297,7.21971447237991,7.42070375971994,6.72353346971827,6.93682248616989,6.64611061491351,7.17799854299741,7.18753677583396,3.91156206901603,6.73239031458239,2.54527724159701,6.8372747055733,6.15265388162591,6.68664317885846,6.96104027557121,7.17140497817562,7.17340067195857,7.27113100176018,6.67450532548886,5.96096384835275,6.3661919985843,6.79496768913462,7.34436038828458,7.04020726172873
"API5 - mRNA",7.35907860602919,7.71362354770205,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,7.93102989118291,8.106057603792,7.96978927996418,8.1564928092411,6.93682248616989,7.49410750066207,7.88849197284901,4.09524779768106,7.18480165946758,6.95478275142539,6.72463240162888,7.38159522468096,6.61208556663003,7.93718655931854,7.28966307042307,8.31188617603368,8.12685805104041,8.20401688640339,7.51100664687601,7.54592634907391,7.81365106066764,8.3438609874463,8.28777690466195,7.27286794878665
"ITGB8 - mRNA",8.0960441703175,7.79608566398358,4.65347160813647,4.99184601639063,5.4308195266067,7.44671279047356,8.23395708415075,8.35522942915224,8.17277617865198,7.4016053133979,6.64731579047093,7.13153750587477,7.17799854299741,4.09524779768106,3.91156206901603,7.23489065351531,6.55470747009866,6.64462977182308,6.61208556663003,7.2549268172703,6.74422892217568,7.63083656860731,6.65555234642528,6.98162450909827,7.11507795181239,7.28289202198539,5.71411531199821,6.68393631750107,7.4512756441992,7.11059641371779
"CSF3R - mRNA",7.5110817117769,7.87408823508811,7.79502141771715,7.92253322887039,7.80578371899956,6.97278157916972,6.14375920963854,5.98267525710405,6.09877569009304,7.20896020132605,6.64731579047093,6.64611061491351,6.30352951474652,4.09524779768106,7.38643550037423,6.95478275142539,2.54527724159701,6.77587416529762,7.05954449345743,6.95794514185333,6.57916963145516,6.46686086207248,6.28358366584438,6.7322649522835,6.56759024216694,6.96096384835275,6.90676043459948,6.74051987662916,6.3443603971623,6.24184106046678
"PMS2 - mRNA",6.5110817117769,7.62616074854846,7.88248418521993,4.99184601639063,7.83615748302565,6.38781922202002,6.35948791032928,6.72990914497851,6.37441017480725,6.86103700339678,6.47739081601437,6.13153750587477,6.88849196676063,4.09524779768106,7.11080092615341,6.73239031458239,6.87663543914425,6.89616839058949,6.24011670856184,7.1862141572639,6.92709297259681,6.43989376708072,6.97748047851984,7.00434444005032,5.86715051642078,6.54592635679403,7.36619198983991,7.53193336904989,6.68831477255355,7.33298892751668
"TLR7 - mRNA",6.5110817117769,7.71362354770205,4.65347160813647,4.99184601639063,7.74304792038089,6.50329633474323,6.18956293304606,6.49724848468846,6.13625035556994,7.20896020132605,8.12124703234306,7.64611062211572,7.41900668158606,4.09524779768106,7.4478359099517,7.23489065351531,7.55470746242538,6.89616839058949,6.85309354361047,6.68664317885846,6.34213056079025,5.29693580354497,5.83997694103187,6.00434444005032,7.45211301714194,6.76831882003973,6.81365106066764,7.08447429215621,5.96584866204921,6.67247541110701
"ICAM5 - mRNA",6.18915358920855,8.01847815672223,7.88248418521993,7.69426424918244,5.4308195266067,6.50329633474323,5.94445042862068,6.03330132545379,5.43581075280117,7.4016053133979,8.38428141054345,7.02462229246083,7.04049508699455,4.09524779768106,7.18480165946758,6.95478275142539,8.0141390064226,4.26985221203887,7.40058137372345,7.15059021979572,6.74422892217568,6.26656209984541,7.15031719651318,7.15409154689341,7.56759023456188,7.28289202198539,6.71411531199821,7.32548238184765,7.39880813515202,7.11059641371779
"C7 - mRNA",6.18915358920855,7.533051282816,4.65347160813647,7.73490628069885,5.4308195266067,6.38781922202002,4.41174369862063,4.42126935699206,4.50542934588126,6.72353346971827,7.28474574501116,6.49410750066207,6.30352951474652,4.09524779768106,7.18480165946758,6.46935601729441,7.46159809946961,6.57424022908534,6.15265388162591,6.87305626149766,6.44166612882918,6.23553528121851,6.44404830977115,6.81169952906008,7.18907861130815,7.42039550699433,6.49172284714798,6.79496768913462,6.03623802401417,6.67247541110701
"CXCL6 - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,4.41174369862063,6.2627830581985,6.49470436053007,6.72353346971827,6.64731579047093,6.49410750066207,6.88849196676063,4.09524779768106,7.38643550037423,7.67098984660823,7.94702492430133,7.11029324522623,9.15265388416076,8.05748081540424,8.10463106642658,7.21976793737672,8.24051491392859,7.55893341796675,6.67450532548886,6.86785446712164,7.29907774859379,7.3976322048984,7.13577378403133,6.84756206634412
"TNFRSF10D - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,6.47496521019422,6.53287226510026,6.17277617365251,7.48906811650356,7.38428141054345,7.4116454553289,6.52592196739464,4.09524779768106,7.76976411060906,7.31735285148549,6.13966999639742,7.25231230263246,7.57891865707836,6.73555272051688,6.96104027557121,6.90179781243852,7.00347570299873,7.11286898281723,7.25946786858109,6.76831882003973,6.22868851505859,7.24953347780669,6.22888326408076,6.57626001342479
"CCNB1 - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.7097471825245,6.51149100026028,6.34524537704776,6.34270122620049,7.48906811650356,8.17783070977035,7.64611062211572,7.30352951474652,4.09524779768106,6.86287351252155,6.73239031458239,7.36206247327378,7.38159522468096,6.96000882685923,7.1862141572639,6.99420719108816,7.35582960415932,7.17340067195857,6.49619770019288,7.6745053325507,7.28289202198539,6.60720013979214,7.08447429215621,7.1033521669138,6.4187187660948
"PRKAA2 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.50329633474323,6.47496521019422,6.6671734932286,6.49470436053007,7.4016053133979,7.17783070977035,6.78361426044629,7.04049508699455,4.09524779768106,7.32230503087267,6.73239031458239,7.36206247327378,7.29670634256233,7.15265388162591,7.5565825288937,6.53477556537811,6.46686086207248,7.05410181716721,6.52790648209607,7.0370755178631,7.04842666916746,6.81365106066764,6.74051987662916,6.4512756441992,6.36213512642935
"CD276 - mRNA",6.99650857058257,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.05078412502363,7.91748343870387,7.95668003944533,7.82812815494721,6.98656773448367,7.28474574501116,6.78361426044629,7.30352951474652,4.09524779768106,7.03279858695618,6.60685947443669,7.55470746242538,6.89616839058949,7.0106348124209,6.99858706768376,6.70470049593573,7.39847389342623,7.05410181716721,6.7592320420997,5.86715051642078,7.20889130694281,7.43032237706466,7.16936323287035,7.07018548988009,6.92773248240396
"SFXN1 - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.80285661362027,7.90380849231602,7.74517596114864,7.88427114701305,7.10204489764652,7.47739080791864,7.32418260825324,6.30352951474652,4.09524779768106,7.81706972174988,7.31735285148549,7.80263488419348,7.2065085510545,7.9855438744446,8.05748081540424,7.31613524976303,8.30443042641688,7.68797394973171,7.71859015120971,7.32658213505808,7.35328132958389,7.55061657531815,7.16936323287035,7.22888326408076,6.84756206634412
"SDHA - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,7.77475680221392,7.05078412502363,7.25565217041246,7.38477373643857,7.59231513786883,7.98656772879542,7.56485375727068,6.78361426044629,7.88849197284901,7.95307139586266,7.50672960164952,7.46935601729441,8.19856359050694,8.0071997743053,8.21874295464854,7.71130514811103,7.96104027557121,8.31188617603368,8.27293641547174,8.27113100176018,7.6745053325507,8.04842667461696,7.66164796437257,7.65479006290419,8.01896012448693,7.67247541110701
"RRM2 - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.97278157916972,6.23395708415075,6.12951665279282,6.34270122620049,7.72353346289238,7.56485375727068,8.18216351366361,7.30352951474652,7.86560859063505,7.72085451149583,8.39535539728831,8.55470746242538,7.57424022151525,8.6918127250055,8.09544869514185,7.36766549846678,8.37018479502252,8.52703761701321,7.49619769220201,7.32658213505808,7.42039550699433,7.36619198983991,7.62504270474468,7.39880813515202,7.41871877452655
"TYMS - mRNA",6.77411603061328,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.97278157916972,7.33931002220494,7.4232477620353,7.67102722363877,6.86103700339678,8.06235334911841,6.90914506396057,7.17799854299741,7.18753677583396,7.90726762474354,8.00540884735414,7.94702492430133,7.89616839058949,8.32257886954906,7.87305626149766,7.76359422371654,8.18770681873078,8.01629975668983,7.51213907827325,6.86715051642078,7.28289202198539,6.90676043459948,7.16936323287035,6.1033521669138,7.11059641371779
"HES1 - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,7.71062642646526,7.195174082547,8.12030021908635,7.80467697955364,7.89524225326924,8.10204489764652,7.72531840700645,7.84774450677084,6.30352951474652,7.50946478164692,7.67022833364909,7.14742792240705,8.0141390064226,7.33977512328771,7.19704807226724,7.2549268172703,6.99420719108816,6.68925325078881,6.81083067966973,6.86232549097623,6.86715051642078,7.04842666916746,7.1546878759018,7.08447429215621,6.28777690004553,7.11059641371779
"TAP2 - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.44671279047356,6.91748344467112,6.79003014656959,6.91693728981774,7.30849582482043,7.79931897890579,7.71649995858118,7.30352951474652,7.91000273642341,7.2551908320093,6.73239031458239,7.80263488419348,7.29670634256233,6.90754141683623,6.78285847198025,6.74422892217568,7.13823804557785,7.28358366584438,6.95854086063391,6.95461327043656,7.66140353977033,7.86095671007929,7.53193336904989,7.34436038828458,8.52563394953421
"EDN1 - mRNA",8.18915358426551,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.66083756018108,6.97092264764889,6.49724848468846,6.91693728981774,7.64953281786005,7.28474574501116,6.90914506396057,7.17799854299741,7.03553360651072,7.11080092615341,7.14742792240705,7.64217026711481,6.57424022908534,6.61208556663003,6.95794514185333,6.48897180398796,6.49333300700726,6.65555234642528,6.7322649522835,6.86715051642078,7.54592634907391,7.07668529977496,6.62504269743652,6.81384556603949,6.84756206634412
"MICB - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.12478472659764,6.68141600873069,6.2627830581985,6.43581075280117,7.4016053133979,7.38428141054345,7.13153750587477,7.71856705512193,7.18753677583396,7.18480165946758,6.73239031458239,7.46159809946961,7.05966726389232,7.15265388162591,7.383251024979,6.2352151913558,6.29693580354497,6.75070963883881,7.02671237755199,6.86715051642078,7.48452582757014,8.03604345085738,7.16936323287035,7.34436038828458,6.84756206634412
"JAK2 - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.80285661362027,6.54711493621781,6.63475190390678,6.82812815494721,7.30849582482043,7.72531840700645,6.78361426044629,7.04049508699455,7.03553360651072,7.56331324687139,6.60685947443669,7.80263488419348,7.15920292158209,6.15265388162591,6.52910188678928,6.74422892217568,6.43989376708072,6.58843821121584,6.86232549097623,6.77404111862036,6.42039550699433,7.07668529977496,7.43239751509185,7.00147262301092,7.33298892751668
"G6PD - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.61021158182585,6.23395708415075,6.60158514598879,6.40543703638894,7.4016053133979,8.06235334911841,7.32418260825324,7.04049508699455,7.32504023570225,7.86287350632409,7.39535539728831,7.36206247327378,7.2065085510545,7.10685011613101,6.99858706768376,7.14948540917576,6.86172038614774,6.19612077250818,6.70478428266462,7.45211301714194,7.60482002423125,7.55061657531815,6.94697086832873,7.37184111013381,7.55116915235296
"NT5E - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,7.60937524162092,5.4308195266067,6.38781922202002,6.09645362748722,5.93020781862037,6.24316554630104,7.48906811650356,7.47739080791864,6.90914506396057,6.88849196676063,7.18753677583396,7.61776091873915,7.67098984660823,7.36206247327378,7.50023964923526,7.19704807226724,7.2880937176994,7.26269590573638,8.06070137285297,7.40557413866893,7.09180741879068,6.18907861130815,6.28289202198539,6.3661919985843,6.89806114849799,5.22888324484569,6.71827909011246
"CD300A - mRNA",7.35907860602919,3.89990153342207,4.65347160813647,7.60937524162092,5.4308195266067,6.50329633474323,7.23395708415075,7.74517596114864,7.0603016059985,7.30849582482043,7.86970839068429,7.57211014491448,7.80602984882918,7.45057106455141,7.2551908320093,6.73239031458239,7.87663543914425,7.11029324522623,6.85309354361047,7.41362470516831,7.02662862955034,6.64271068249873,6.86854612335356,7.19416919842849,7.25946786858109,7.28289202198539,7.22868850543975,7.4995118685029,7.13577378403133,7.47316653949942
"SH2D1A - mRNA",7.5110817117769,3.89990153342207,4.65347160813647,8.02441296438544,7.74304792038089,7.2622881535543,6.04754399428926,6.53287226510026,6.02077313131313,7.4016053133979,7.64731579766713,7.02462229246083,7.52592195956672,8.07506190828286,7.32230503087267,7.53974525602318,7.46159809946961,7.11029324522623,7.28193681282074,6.82866210713906,6.96104027557121,6.46686086207248,6.75070963883881,7.00434444005032,7.62203796365879,6.6614035468966,7.55061657531815,7.53193336904989,6.77320361378379,7.78436816114143
"PVR - mRNA",6.5110817117769,7.71362354770205,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,5.89000267703569,5.93020781862037,5.80504458074451,7.4016053133979,7.86970839068429,6.90914506396057,7.04049508699455,7.38917060989401,6.95033625825809,7.46935601729441,8.0141390064226,7.57424022151525,7.10685011613101,6.68664317885846,6.66405855964985,6.8204977372643,6.19612077250818,6.98162450909827,6.56759024216694,6.42039550699433,6.99422333950387,7.53193336904989,6.22888326408076,6.80574189912376
"CD8B - mRNA",6.18915358920855,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,5.94445042862068,6.03330132545379,5.80504458074451,7.64953281786005,7.79931897890579,7.4116454553289,7.52592195956672,7.32504023570225,7.2551908320093,6.73239031458239,7.64217026711481,7.38159522468096,7.0106348124209,7.22097945678564,7.28966307042307,6.84125633444783,7.55367287935007,7.43060925747148,7.25946786858109,7.42039550699433,7.49172283913228,7.84743514174147,7.1033521669138,7.44619950538052
"IL11 - mRNA",6.18915358920855,7.71362354770205,4.65347160813647,4.99184601639063,7.77475680221392,6.61021158182585,5.99691788616535,6.12951665279282,5.80504458074451,7.98656772879542,7.28474574501116,7.13153750587477,7.52592195956672,7.45057106455141,7.4478359099517,6.95478275142539,7.80263488419348,7.50023964923526,6.85309354361047,7.41362470516831,6.89232749978619,7.0157541336867,8.22954378951676,7.79876040844603,6.32658214404588,7.35328132958389,6.71411531199821,7.89806114849799,6.891848115836,7.24184106046678
"GAS1 - mRNA",6.18915358920855,7.87408823508811,4.65347160813647,4.99184601639063,7.71062642646526,6.80285661362027,4.41174369862063,4.42126935699206,4.50542934588126,7.48906811650356,8.06235334911841,7.02462229246083,6.88849196676063,7.32504023570225,6.95033625825809,7.14742792240705,6.87663543914425,7.2065085510545,7.0106348124209,6.9161249327106,6.62223830319985,6.49333300700726,6.75070963883881,7.37938405119188,6.86715051642078,7.20889130694281,6.99422333950387,7.04008014921233,6.50190167292427,7.30324159083361
"MARCO - mRNA",8.0960441703175,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,8.97278158204115,4.41174369862063,6.17532035786089,5.8508481937529,7.57153034896966,7.28474574501116,7.96803875877591,6.30352951474652,7.38917060989401,3.91156206901603,6.46935601729441,7.0141390064226,7.0071997743053,6.79651011358044,6.78285847198025,6.89232749978619,6.41241311694331,6.78108331914206,6.61905427315769,7.62203796365879,7.48452582757014,7.22868850543975,6.68393631750107,7.39880813515202,7.14454374030008
"WNT3A - mRNA",6.5110817117769,3.89990153342207,7.70191198604289,7.8129087894922,5.4308195266067,6.7097471825245,4.41174369862063,4.42126935699206,6.02077313131313,7.79392265329085,7.06235335451556,6.78361426044629,6.52592196739464,7.38917060989401,3.91156206901603,7.14742792240705,8.0141390064226,6.77587416529762,6.96000882685923,7.2549268172703,6.74422892217568,6.84125633444783,6.86854612335356,7.11286898281723,7.18907861130815,7.20889130694281,7.29907774859379,7.4995118685029,6.92932280318771,7.11059641371779
