"","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20201204_30102534581221-01_P0094 D0 1_07.RCC","20201204_30102534581221-01_P0094 D0 2 _08.RCC","20201204_30102534581221-01_P0094 D0 3_09.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC"
"ITGB3 - mRNA",7.24303172577618,7.01890581103194,6.95110681241372,7.15668613584145,7.04804961255793,7.3625268554936,7.4737445131578,7.2364279730975,6.9954873454716,6.90897700256658,6.79809550105203,7.70702098410225,7.66296754930079,7.63495414390548,7.53019544434647,7.61482147936577,7.5107122655605
"CDKN2A - mRNA",8.29747956447152,7.78140654133416,7.00218097916377,6.63498847441899,6.77304249179763,7.51062547267304,7.82289403490965,7.50232207181366,6.76666871239086,6.38675030993913,6.85412960905944,6.49870363355109,6.75812488154643,6.44319334236122,6.25008758424695,6.60332593644501,5.38260739279957
"DDB2 - mRNA",8.29747956447152,8.25594500159078,7.46047164811897,7.46059275027973,7.16260937324232,7.90796098472258,7.7252832421699,7.85533787137862,6.87519317320153,6.76289871837965,7.12856880919388,6.82343041150827,7.58724027254112,7.09269601797363,6.61265762361676,6.88546914775281,6.82318012979335
"BNIP3 - mRNA",8.04509238962028,7.91199060454828,7.30643806294079,6.74496130019696,6.85710673070141,7.69223226402082,7.696136913624,7.6122949534779,7.42488016851218,6.73905209266303,7.12856880919388,6.41211612355566,7.38344511105944,6.77076802085545,6.69754655995455,6.93216238281225,6.18406173099188
"CASP1 - mRNA",7.4811914184581,7.04444080946061,7.1108872444148,6.98800426723267,7.07170081122299,6.01105454666099,6.36682923681973,6.9526351564311,7.48091417264185,7.69634750694142,7.51492337272136,6.5935628838536,6.77339167439672,7.23837354429041,6.97198568659471,6.59173805215509,6.55710524835128
"CXCL2 - mRNA",7.44948268451233,7.14228814629624,7.82202693676732,7.22470446700654,7.58039739877953,6.64492654645223,6.29088042705287,6.84411066452924,7.08859675692957,7.43207428285178,7.01024876525239,6.41211612355566,6.75812488154643,6.92051514277924,6.30522916236938,6.5444322331717,6.65420377100689
"DEPTOR - mRNA",7.20555702386624,7.16574719505502,7.72654664079818,6.91929153488939,7.55545111071705,6.54539085127694,6.29088042705287,6.54455039136376,7.32125748259726,7.43949168509704,7.04677464491467,6.27163485245593,6.31206045728597,7.16308530710967,6.45903444576735,6.68193571336311,6.63702877952898
"FLT1 - mRNA",7.20555702386624,6.79651338413333,7.23350660529887,6.80966697094284,7.18446875299652,6.79692959232365,6.50769182469624,6.39869947426057,7.43909392212568,7.97171281066028,7.59931562132163,5.78948309596297,6.57857539794622,6.44319334236122,6.4427326977289,6.20739732805629,6.19583895232562
"HLA-F - mRNA",6.95762947804528,6.49695297548573,6.88461137598771,6.98800426723267,7.46903636060387,6.15307340822532,6.29088042705287,6.72675367281422,7.78903656802202,8.02198590885169,7.86098331987535,6.25514658736287,6.90397569315862,6.18015896305515,6.53788986054712,6.3790086431763,6.13596740411566
"PROM1 - mRNA",6.95762947804528,7.09419401526365,7.02705572783145,6.57668985809737,6.91054611388225,6.10726977027527,6.40335509274161,6.09203817202469,7.49458913620488,7.82084613756693,7.54076362227248,5.42691298304228,6.22590377358985,5.96059256290368,5.93749729371276,5.9773916478897,5.95376422833289
"TNF - mRNA",7.38389423193759,7.11844148161637,7.31656231284708,6.64920233506182,6.98716736674563,6.3625268554936,6.21071012680291,6.77484796771429,7.27446332623586,7.198483565193,7.01024876525239,5.9414862128832,6.37346100724604,6.24650140713839,6.15322605473483,6.09697326182093,6.12368918322271
"TNFSF13B - mRNA",6.95762947804528,7.06953188256752,7.2010850230236,6.83475804348186,6.92360213890069,6.24053630790918,6.03562338191537,6.51653599640575,7.48091417264185,7.37905586052431,7.63173714927299,5.6701842283023,6.20353604278063,6.42897949824394,6.17312551415117,5.9773916478897,6.07350336673097
"ALDOC - mRNA",7.20555702386624,7.14228814629624,7.15669091837212,6.63498847441899,6.87065331603935,7.51062547267304,7.03562337091921,6.79830685298999,7.15898604746958,6.84338869751263,7.10566845137585,5.81220316145906,6.31206045728597,6.42897949824394,6.45903444576735,6.20739732805629,6.08621447617063
"SNAI1 - mRNA",7.41706108507559,7.47833736494593,6.82911619372969,6.66327752166903,6.81568691834303,7.15307340822532,7.18995151045783,7.03393511142678,7.46710835409168,7.31597720980821,7.36870280308866,6.31999784877741,6.71133068061299,6.67765857858942,6.49109562688746,6.20739732805629,5.72905777534763
"CDKN2B - mRNA",7.73898923567648,7.14228814629624,6.92487519713916,6.40304168695537,6.37711373423623,6.76778327923309,6.36682923681973,6.91019977833202,6.76666871239086,7.06098018484925,7.01024876525239,6.6576931907463,6.52546405544876,6.75945271979935,6.69754655995455,5.99509360410611,6.06067926765309
"TNFRSF1A - mRNA",7.24303172577618,6.99291059764475,6.6644855852373,6.62063319465139,6.63698088597763,6.88099396262276,6.29088042705287,7.16603877197378,6.87519317320153,7.01207052699228,7.12856880919388,6.36679203662749,7.01089086695819,6.80419099990216,6.62715712225382,6.61482148672589,6.61964662258641
"ANGPTL4 - mRNA",6.71251702706657,6.49695297548573,6.49654101113267,6.56173951537186,6.78739784119663,7.15307340822532,6.75385238460813,6.84411066452924,6.95649322934391,7.17201144241478,7.05874734546671,6.42691299981027,7.42270449952223,6.70150540671813,6.04939010246042,6.17670047310206,6.51071225764961
"IFNAR1 - mRNA",6.71251702706657,6.38147588052836,6.74165347301883,6.40304168695537,6.45111450573798,7.05996409979201,7.05870689484121,6.97339362658141,7.08859675692957,7.25842628473569,7.32970862148921,7.06013071679503,6.90397569315862,6.74804795547027,6.58321387186532,6.94132231158941,6.83828690035079
"ROCK1 - mRNA",7.04509238962028,6.25594501102959,6.53173030099113,6.51593583758217,6.66834508135849,6.76778327923309,7.08142703407284,7.03393511142678,7.42488016851218,7.49037301390491,7.41600848379502,7.0118755731927,7.15773226286527,6.85823090795938,6.98330103555565,6.65990946367,6.8079133172979
"VEGFB - mRNA",6.54259207549129,6.85540698441485,6.5996344644274,6.89564018023554,6.37711373423623,6.98596342559104,7.14751611657441,6.75100122246623,7.3960253864059,7.51866191999456,7.62369979042229,6.75471769497925,6.74269481747308,6.72496425836294,6.64151246118318,6.78728872854999,6.74517750100249
"TMEM173 - mRNA",6.71251702706657,6.79651338413333,6.24415373107363,6.33432894477153,6.66834508135849,6.51062547267304,6.98831768436432,6.75100122246623,7.67355936364789,7.69634750694142,7.50620635778755,6.7190938169782,6.90397569315862,6.74804795547027,6.80348001552832,6.48303180207738,6.73714025338691
"SMAD5 - mRNA",7.12755452978452,7.01890581103194,6.9895809013168,6.98800426723267,7.04804961255793,7.13035342922801,7.1258211285754,6.5989981811102,7.0145962056113,6.90897700256658,6.75459385712396,6.56709070071005,6.69538909865322,6.92051514277924,6.93749729371276,6.87594634914889,6.59317442399449
"GLS - mRNA",6.86452009299877,7.16574719505502,7.00218097916377,6.85941999981864,6.85710673070141,6.93443317151062,6.75385238460813,6.5989981811102,6.74394849771589,6.88744384877962,6.66344604284175,6.4846285834792,6.90397569315862,6.60365803200692,6.62715712225382,6.5444322331717,6.66271542387477
"MLH1 - mRNA",6.81561049678706,7.16574719505502,7.01467196370624,6.80966697094284,6.9620763680269,6.96042835055578,6.86278678265399,6.84411066452924,6.41052483909727,6.79794565368238,6.70973971219454,6.47041460175651,6.57857539794622,6.96059256290368,6.92581546321111,6.56827902048129,6.71275609391473
"EIF2B4 - mRNA",6.95762947804528,6.88397622920084,6.85713064895757,6.731664476089,6.75854295781213,7.13035342922801,6.50769182469624,6.702091601201,6.76666871239086,6.50458673971925,6.32970863045756,6.52644873707954,6.64647949385205,6.62874888431809,6.55315666525086,6.55640490536706,6.45299677174037
"GOT1 - mRNA",7.24303172577618,6.93947134017925,6.58295566931197,6.78413188871079,6.9620763680269,7.28235644544314,6.69613692058075,6.9315734326525,6.62464966959703,6.67765136302924,6.42528634287013,6.67018424246836,7.14605058201978,6.67765857858942,7.06011653277324,6.58005609728763,6.80021899422698
"SAMD9 - mRNA",7.24303172577618,6.38147588052836,7.07555422650757,7.07480899505515,6.9620763680269,6.73803586164315,6.36682923681973,6.8213905726815,7.2585217513054,6.7746759875704,6.82638458273964,6.55367019177333,6.61292697039701,7.21371149681017,6.91403843704604,6.67096468027796,6.65420377100689
"EZH2 - mRNA",7.04509238962028,6.85540698441485,6.96404590976258,6.731664476089,6.88407379881216,6.93443317151062,6.8363144987552,6.54455039136376,6.87519317320153,7.0416147039,7.12856880919388,6.94148620114561,6.64647949385205,6.80419099990216,6.59801092016057,6.89492948904468,7.02150867651942
"PIK3CA - mRNA",7.24303172577618,6.82626073308954,6.6161226399582,7.09571797750416,7.17358046375321,7.13035342922801,6.69613692058075,6.9526351564311,6.62464966959703,7.03183377436228,6.81230943043063,6.7190938169782,6.84739212527883,6.97044033845881,6.79065593480871,6.82736615557941,6.75317042170863
"SRP54 - mRNA",7.04509238962028,6.93947134017925,6.77140080540766,7.07480899505515,6.98716736674563,7.26159783356588,6.63601584880661,6.84411066452924,6.97612207408072,7.32401458888228,7.12856880919388,6.73106645241979,7.09835373650327,6.6411327123209,6.8287909796161,6.63754160761669,6.92574973715126
"NF1 - mRNA",6.54259207549129,6.88397622920084,6.49654101113267,6.84714176869386,6.62103939542119,6.54539085127694,6.98831768436432,6.8213905726815,7.10651868926692,6.91962424297036,6.81230943043063,6.5935628838536,6.62980071234986,6.83685716733878,6.65572636545415,6.95042463571675,6.78470592516216
"BAMBI - mRNA",7.08691254970888,6.85540698441485,6.69584974513596,6.94256130419981,6.80161166520384,6.4384757554823,6.57328012827201,6.84411066452924,7.03345509288548,7.02198590330139,7.01024876525239,6.68256784790508,6.50731666433317,6.51223494712324,6.52245977089374,6.67096468027796,6.2191086812658
"IGF2R - mRNA",7.4811914184581,6.70340397541573,6.51424294271906,6.50033898133167,6.43296707157315,7.10726975981187,7.25135194437687,7.2364279730975,6.78903656802202,6.72697926546966,6.58282753650094,7.02165658884915,6.66296754218224,7.01869547936472,7.13304811940815,6.73557369152913,7.04774033753847
"IRF2 - mRNA",7.44948268451233,7.01890581103194,7.14537573125365,6.88366763469432,6.88407379881216,6.98596342559104,7.1688898270735,7.01403562830003,7.124220725088,7.17201144241478,6.98537414342207,6.63238223044092,6.74269481747308,7.03755449823545,6.73818845410245,7.04693247096227,6.93982497455175
"SIRPA - mRNA",7.63005489034144,7.38147588918061,7.22278001949053,6.731664476089,6.92360213890069,7.10726975981187,6.96407006050466,6.84411066452924,7.22610036355002,7.33200731362443,7.35905259444732,6.81220316145906,6.59585343106833,7.01869547936472,6.92581546321111,7.08048510729617,6.74517750100249
"TCF3 - mRNA",7.27955758918242,7.32007526965572,6.89815786697498,6.70469743924633,6.31901079512743,7.08381072883877,6.91431696955839,6.97339362658141,7.33652426925739,7.02198590330139,6.96006302224658,6.7190938169782,6.72709792478926,6.93063926644296,6.97198568659471,6.92294392419514,7.08621447617063
"FYN - mRNA",7.20555702386624,6.82626073308954,6.81490237709767,6.85941999981864,6.50422569459076,7.32299852905221,6.9394080200172,7.16603877197378,6.89595167595868,7.15408954129543,7.12856880919388,6.78948309596297,7.08617899293524,7.11061791853299,6.97198568659471,6.93216238281225,6.95376422833289
"HK2 - mRNA",7.24303172577618,7.23391862396142,6.84319151309317,6.80966697094284,6.6837751969229,7.28235644544314,7.08142703407284,7.09203817202469,7.36658155252907,7.43207428285178,7.48861221150328,6.70702099100671,6.77339167439672,7.23837354429041,7.02769512658118,6.9773916478897,6.83828690035079
"BBC3 - mRNA",7.34994704397683,7.16574719505502,7.08742836467014,7.11632841643959,6.93654116330658,7.34289800070829,6.29088042705287,7.42907300200712,6.64931165642924,6.91962424297036,6.46181214964926,6.70702099100671,7.48893821797332,6.32535692791126,6.62715712225382,6.56827902048129,6.62836376262011
"HLA-DMB - mRNA",7.04509238962028,7.95301782796718,7.83617096816083,7.53901949898987,7.66834508845055,6.98596342559104,6.80934746592405,7.01403562830003,6.62464966959703,6.7746759875704,6.73979687585723,6.52644873707954,6.45146355313326,6.81516211899455,6.23122849738895,6.75648272151748,7.11751058032213
"HLA-DRB1 - mRNA",7.57233928591827,7.51533157294019,7.48760773720212,7.39462963456465,7.90397339222293,7.32299852905221,6.4737445131578,7.14789134197289,6.8110628128786,6.82084613756693,6.69447299175808,6.04102190364925,7.19222071244305,7.17164747238231,6.49109562688746,6.49552264921295,7.1050735776047
"KRAS - mRNA",7.57233928591827,7.45947839890498,7.40461849141763,7.51593583758217,7.54703877617796,6.85351315911487,6.72528324898752,6.99385774353261,6.93659364464057,6.63951636123046,6.32970863045756,6.74294053311628,6.81824580979034,7.18862053272808,7.00566874999829,7.0038639150391,7.09252827857
"MICB - mRNA",6.65806926314974,7.58659025706008,7.1108872444148,6.8715948015724,7.28905765503666,6.82549871322867,6.63601584880661,6.65146550586215,6.62464966959703,6.08008899983569,6.16225193703633,6.25514658736287,6.47032249474791,6.4850134905807,6.65572636545415,6.47043162000193,6.5294487800133
"RPS6KB1 - mRNA",7.08691254970888,7.29901372237221,7.36614422716062,7.24356363944042,7.29911129503748,6.88099396262276,6.66638948153136,6.91019977833202,6.22610036355002,6.11756368994422,6.16225193703633,6.06013071679503,6.56108805074096,6.99958666502107,6.40956574623967,6.70363082640612,6.51071225764961
"ANGPT1 - mRNA",6.81561049678706,7.16574719505502,7.57454340960646,7.29870517673458,7.53857722574532,6.88099396262276,6.57328012827201,6.9315734326525,6.59955865426367,6.62657720827135,6.44366482883652,6.27163485245593,6.61292697039701,7.00917271511956,6.73818845410245,6.7460660788851,6.83828690035079
"EXO1 - mRNA",6.91182588765314,6.73511273282084,7.17905880357785,6.78413188871079,7.26873759005593,6.51062547267304,6.91431696955839,6.45882047507323,6.2585217513054,6.50458673971925,6.07062149294301,6.83457106494596,6.08617899293524,6.83685716733878,6.55315666525086,6.7460660788851,6.96068358057393
"ITGAE - mRNA",6.65806926314974,7.21155088341217,6.95110681241372,6.82226700928811,6.9995510603908,7.05996409979201,7.21071013654236,6.39869947426057,6.54802837363964,6.50458673971925,6.18427819147953,7.05060794754503,6.52546405544876,6.95067709292022,6.85366572765665,6.90432821097715,6.78470592516216
"MTOR - mRNA",7.51221830428634,6.70340397541573,6.80054714050218,6.84714176869386,7.01182934870178,6.88099396262276,6.8363144987552,7.14789134197289,6.12422073542918,6.3240145978861,6.22734683343164,6.5935628838536,6.66296754218224,6.86880005164284,6.80348001552832,6.62622638190075,6.76902424494106
"CHUK - mRNA",6.65806926314974,6.67098250558903,6.53173030099113,7.01019992572232,7.15155422261069,6.64492654645223,6.72528324898752,6.6770007150437,6.57402363255566,6.20720084785528,6.28963112009334,6.64509327517453,6.86174745323687,6.81516211899455,6.75148531911702,6.7974129718556,6.86803436570762
"PFKM - mRNA",7.08691254970888,6.82626073308954,6.97686989939878,6.57668985809737,6.6837751969229,6.82549871322867,6.32935455256236,6.09203817202469,6.78903656802202,7.03183377436228,6.82638458273964,6.31999784877741,6.26962508744097,6.68963120779322,6.4427326977289,6.47043162000193,6.40307158838934
"PMS2 - mRNA",6.95762947804528,7.25594500159078,6.9895809013168,6.46863000509494,6.60491965117397,6.82549871322867,6.8887819759137,6.65146550586215,6.95649322934391,6.9920327814156,7.13988401384381,6.28793665618266,6.59585343106833,6.77076802085545,6.52245977089374,6.49552264921295,6.44314894089304
"BRCA2 - mRNA",7.00202350419613,6.91199059855826,7.07555422650757,6.97677701083272,7.08338274730083,6.88099396262276,7.08142703407284,6.75100122246623,6.91641581827267,6.82084613756693,6.49743610528807,6.36679203662749,5.95842358337107,6.92051514277924,6.37561844421731,6.52018475005987,6.71275609391473
"COL11A2 - mRNA",7.08691254970888,6.79651338413333,6.92487519713916,6.43620865550172,6.66834508135849,6.64492654645223,7.03562337091921,6.51653599640575,6.91641581827267,6.961444392448,6.72484667823729,6.81220316145906,6.13427339671034,6.62874888431809,6.17312551415117,6.86636037442781,6.46277783681731
"BCL2L1 - mRNA",6.65806926314974,6.91199059855826,6.80054714050218,6.51593583758217,6.75854295781213,6.82549871322867,6.12582113890512,6.65146550586215,6.3813784529425,6.47601759769149,6.64767876420657,6.16975515417851,6.67926950696025,6.19703276357453,6.17312551415117,6.22250410350777,6.3826074100905
"HMGB1 - mRNA",7.04509238962028,6.63781553398549,7.06358154633597,6.40304168695537,6.7290990631587,6.57933814548334,6.66638948153136,6.57203100939485,6.62464966959703,6.7510246221535,6.26916706469233,5.81220316145906,6.64647949385205,6.40012464960964,6.62715712225382,6.3790086431763,6.34078718303165
"CRABP2 - mRNA",7.24303172577618,6.56910288708062,6.91157841454386,6.71824406841964,6.84343182722688,6.4384757554823,6.69613692058075,6.62547029289342,6.83275792559056,6.98190857946602,6.46181214964926,5.9414862128832,6.52546405544876,6.12832006768765,6.13304810913005,6.22250410350777,6.55710524835128
"TTC30A - mRNA",7.4811914184581,7.21155088341217,7.31656231284708,6.66327752166903,6.50422569459076,6.4384757554823,6.80934746592405,7.07292926109745,6.67355936364789,6.58704897670845,6.66344604284175,6.11598392361169,6.26962508744097,6.55212764910232,6.23122849738895,5.99509360410611,6.25332439962963
"ICAM3 - mRNA",7.60148563021338,7.09419401526365,6.84319151309317,6.63498847441899,6.572129810608,7.01105454666099,6.86278678265399,6.42907299363566,6.52155623565562,6.50458673971925,6.34933751549773,6.23846800632564,6.29099893815287,6.44319334236122,6.40956574623967,6.36546209416777,6.33014003310348
"PCK2 - mRNA",7.20555702386624,6.70340397541573,7.06358154633597,6.48457168035857,6.45111450573798,7.01105454666099,6.86278678265399,6.91019977833202,6.12422073542918,6.09894801933253,6.20597323178388,6.18724271128671,6.62980071234986,6.41462420375991,6.42624454005438,6.30996700044607,6.08621447617063
"PIAS4 - mRNA",6.95762947804528,6.93947134017925,6.92487519713916,6.48457168035857,6.572129810608,6.82549871322867,6.8887819759137,6.79830685298999,6.05207098255302,5.961444392448,6.36870281181785,6.38205878573614,6.37346100724604,6.3706807642927,6.35834039793943,6.12939480086993,6.18406173099188
"SPP1 - mRNA",9.92917306071293,10.0317298041358,10.1267967778548,10.3829821390038,10.5824569469855,10.2951805196725,9.85950417110621,10.2321279655802,13.6023242848756,13.8475764049887,13.6257134129992,10.3110524356143,10.731012980882,10.4850134936006,10.5710784763281,10.2271927168668,10.3890337666267
"HLA-A - mRNA",9.6787287506418,10.1628355311276,10.1079757624336,10.4696316328754,10.6990420131067,10.7380358582643,9.98831768578466,10.3117161689949,12.3946585483362,12.5160332544704,12.5354182515254,10.4415598860581,10.5654797064975,10.2147474732676,10.3583403924444,10.3865731162296,10.4100395490566
"RPL23 - mRNA",11.1499222890042,11.633615552985,11.675344069083,11.9838042021128,12.0996518375247,11.7631755838476,11.5045429785361,11.6089822074326,13.2509880904591,13.5085592349917,13.2815122528084,11.8701949964121,12.0288923152288,12.0387251209777,12.1019176607088,12.0114942970449,12.0822543136585
"B2M - mRNA",10.6406240313681,11.1916904517223,11.2281532809287,11.6363270167802,11.733739551215,11.640913470453,10.9701702408554,11.2994377819079,13.412101909449,13.5105414479059,13.4703808438009,11.5498730141932,11.5169859281078,11.248526250591,11.4910956233791,11.5300844446095,11.5814382882549
"UBB - mRNA",10.7905195254019,11.2241754180181,11.2180620883968,11.4408121525255,11.7346659022631,11.3539720723944,11.0912557133206,11.1225600931666,13.1286125415813,13.3179907909227,13.220035366455,11.6411330483813,11.4383534135129,11.5993010925391,11.6975465582171,11.5508051354469,11.6378384077298
"PKM - mRNA",11.6511164167604,11.5458242168831,11.3458977570569,11.6780834279593,11.7936336693595,11.8032276318791,11.6942954978009,11.674625796432,11.5030706437868,11.670183483256,11.5316646371714,12.0830824159203,11.9108951178195,12.0570370083379,12.2890777850841,11.9859932032598,11.9352216230658
"ENO1 - mRNA",10.6580692577927,10.7487691884209,10.5881884965069,10.8655202426709,10.948567124453,10.9112967061503,10.8195192749579,10.8356324662231,12.3145270981581,12.4617457114763,12.3711052756422,11.3229674588831,11.2272902714969,11.326315778834,11.4386281675657,11.1825060474474,11.2038802684287
"RPL7A - mRNA",10.5723392887608,11.0059667929066,11.0454342287046,11.1886653541111,11.1844687492772,10.9146246407632,10.6720140356992,10.7494976249622,11.8293894419626,12.0675774739136,11.9302325561809,10.8916880440506,10.9865342282143,11.1370902683316,11.20549214548,11.1468217488367,11.1042925676912
"CTNNB1 - mRNA",10.6300548885207,10.7311871490923,10.6435259452338,11.0774393489825,11.0443187365732,11.1087233644453,10.8545662448953,11.0202838053123,11.7259461712019,11.8311044418157,11.7568923179257,11.1358208963698,11.1489798436994,11.1938838527791,11.3430505422509,11.1655073869746,11.245200588062
"MYC - mRNA",7.73898923567648,8.00596679220506,8.12823446652213,8.70809603676414,8.38185183654306,8.25110558012004,8.63601584880661,8.29532179265002,10.0497571681581,10.125633079225,10.1469113778834,8.81220316466855,8.34308728452638,8.93063926348642,8.57575803962126,8.9773916478897,9.02481400813522
"NFKBIA - mRNA",8.38389423193759,8.06953187719716,8.82557596424864,8.51593583364102,8.67221813769739,8.0955879312003,8.10379491839127,8.5235906685389,10.2383437996983,10.2234050434909,10.4368003567481,8.78661781593947,8.54783191859179,8.52565557439912,8.30071353443993,8.62906340623616,8.61745917092178
"SGK1 - mRNA",8.48119141442089,8.41122325923771,8.24944812388412,8.54663262555376,8.36280600209735,7.93443317151062,8.32935455704763,8.4365676984791,10.0840812231075,10.2415523354744,10.2997553932571,8.64192594005321,8.06151688872552,8.57812284287895,8.30071353443993,8.73557368814455,8.88085836223675
"IFI27 - mRNA",8.55754234595923,8.91890990353133,8.82557596424864,9.03205935186032,9.11502824745615,9.02343813144744,8.09265424614279,8.61889760847826,10.3097004646218,10.3809833560163,10.3747014936893,8.69484628001549,8.94500304766006,8.85291701409015,8.89918034135077,8.74606608224515,8.75715019034961
"STAT1 - mRNA",8.65806925957836,8.71934547098429,8.51424294666483,8.80014422475989,9.10646613726715,9.01725954113353,8.38520782930983,8.72675366940889,10.5463880544956,10.5045867407123,10.6585372932756,8.54012366301414,8.56547970840156,8.31766240450884,8.42209274913789,8.67096468027797,8.56166342857586
"APOE - mRNA",7.91182588765314,7.95301782796718,8.34651549276496,8.56173951537186,8.6369808896016,8.26159783826683,8.16888983208645,8.45144091897035,10.8998108653627,11.0567661952706,11.0148653477711,8.64509327517453,8.73491744478055,8.51223494712324,8.74152428182954,8.55938257447832,8.70247307758016
"MLANA - mRNA",8.26141017817828,8.52443375078644,8.59548275183556,8.89861790159545,8.77664467031795,8.81840937284698,8.72528324557871,8.65146551303768,10.8869065772689,11.009580914332,10.9743551555688,9.24891461026611,8.73101298088204,9.19493430730808,9.26870318249587,9.30819791218917,9.23346403703804
"MET - mRNA",8.44948268863925,8.04444081492519,8.25997867913356,8.48852971427573,8.59679190904435,8.21916260927339,8.31024567698744,8.27873883242865,9.64931166361549,9.67451179589062,9.64569558898227,8.57375453742871,8.49355485712826,8.59094699016897,8.53404789883923,8.3722513337641,8.42825013003186
"ATM - mRNA",7.95762947804528,8.01890580546978,8.20108502792592,8.31662694061001,8.27893346741823,8.30282059825669,8.34821350711728,8.3359636874692,9.2219959211822,9.30383661728696,9.13423750734613,8.73106644562945,8.50274405054093,8.6256363923875,8.68720458313329,8.40903115951599,8.44067657261256
"CDK2 - mRNA",7.93490940909895,8.29901372695281,7.7787428043458,8.12652409629819,7.93008625139557,8.0955879312003,8.14751611148664,7.77484797430166,9.44262565336257,9.63951636665687,9.62973202897334,8.27163485245594,8.02371493295515,8.20955986281077,8.44682534519375,8.52323793270636,8.51541928565742
"HLA-C - mRNA",8.16708288476922,8.05704081145703,8.22278001949053,8.0748089897044,8.42380697311143,8.26159783826683,7.8363144987552,8.04378294299197,9.70918312067374,9.69479878650444,9.68291595290409,8.00202779807047,8.34308728452638,7.84758366928648,8.08658882315334,7.96397114967549,8.05422439487295
"ATF3 - mRNA",7.95762947804528,8.27764000239206,7.89815786092725,8.55797756563304,8.58861800175634,8.20835597862481,7.66638948153136,8.02401976259809,10.1866288728498,10.4939394712742,10.1870079679588,7.7488411382944,8.38344511105944,7.77076802085545,7.8161911069318,8.32053629153131,8.35923293030477
"CD74 - mRNA",7.97999737517972,7.47833736494593,7.64050675980477,8.17153386115031,8.77664467031795,8.66086812572819,8.07011177024923,8.46616236574419,9.37029496217715,9.49749725955595,9.44594575647212,7.49870363355109,8.48430676211432,7.37068075557547,7.26870318015694,7.47043161186706,8.33547350155757
"HLA-DRA - mRNA",7.57233928591827,7.95301782796718,8.3013492429498,8.58040338382073,8.93975791525851,8.51939569975371,7.7252832421699,8.37549196682514,9.13299087179117,9.37712578420978,9.23264123135392,7.67638938865115,8.48430676211432,7.6534110364034,7.41792923722419,7.64876888471913,8.47007035406928
"CCL18 - mRNA",9.18644828198008,9.00596679220506,8.34651549276496,7.82226700928811,8.11217985043901,8.62067893643196,8.90797546697486,8.65146551303768,7.88560971143108,7.27510501851754,7.53220156717074,7.38205877708739,8.14605058201978,7.84223034014138,7.58321387186532,7.49552264921295,7.1602150507132
"E2F3 - mRNA",8.18644828198008,8.15406527131299,8.48760773720212,8.37765642996786,8.27893346741823,7.73803585488553,8.23117414952656,7.99385773787304,7.36658155252907,7.51866191999456,7.43450479270728,8.19158157548729,7.47966038200163,8.37068075557547,7.91403843704604,8.31702169446969,8.43323356007527
"TWF1 - mRNA",8.65806925957836,8.62940342675941,8.46503000209685,8.87462251906537,8.75854296447437,8.35274581084621,8.26133614076448,8.3359636874692,7.83275792559056,7.84896967758179,7.67126559269079,8.28387851117436,8.35328307653688,8.43610392092354,8.59801091643737,8.58005610105745,8.63053498814755
"CDH2 - mRNA",7.88836682683459,8.2227781023149,7.89140056366195,8.50815842695722,8.55545111071705,8.54539085513843,8.21071013167264,8.29532179265002,7.29023067248037,7.10828579646134,7.05874734546671,7.93114426207518,8.54338600288805,8.378098354186,8.23596644101429,8.40903115951599,8.4106714384617
"MAP3K7 - mRNA",8.27955758918242,8.00596679220506,8.1396845192832,8.12652409629819,8.26361264064584,8.0234381342198,7.90160606313701,8.00398191727115,8.04279306389718,8.09425619922887,8.05874734546671,8.01677428647303,8.00443582901963,8.14580732246957,8.24539587892022,7.9321623887191,8.17218758626396
"CASP3 - mRNA",8.26141017817828,8.15406527131299,8.21197337941699,8.48457167230304,8.21133535661669,8.0955879312003,7.78186663995269,8.19283880450831,7.92653996012792,7.72697926546966,7.86780442748893,8.036204807405,8.22034437498559,8.18862053767294,8.14820796930313,8.10106599012386,8.1840617409129
"MAGEA12 - mRNA",7.71251702706657,8.33049185221535,8.20108502792592,8.47263196877407,8.40995709556689,8.07193660411649,7.88878198200086,8.06327920799884,8.15037298130117,8.42461841361085,8.39254946762513,8.12961585981783,8.42270449952223,8.23019961186755,8.37561843552987,8.26325042760683,8.27013275420169
