"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"ATM - mRNA",7.14289435476804,7.08307073015284,6.95542483535782,8.18462749536676,7.921421935443,7.85628284572265,7.21120968390608,7.31064564292476,7.27621643697465,7.07023577574788,7.1052331587721,7.12797574503004,7.06060885944247,7.11667091426688,6.99693330397604,7.16211499975788,6.93831378911889,6.91469516614726,7.13668390576884,7.08461555859319,7.15669046337517,6.99979489730443,7.01906196574165,8.06235334911841,7.0141390064226,6.8372747055733,6.79651011358044,6.82866210713906,6.66405855964985,6.49333300700726,6.55367287935007,6.46377617310239,7.47496521830357,7.47910106762887,7.40543702787921,6.60685947443669,7.38917060989401,7.61776091873915
"CX3CL1 - mRNA",6.92876963843067,7.05248247552984,7.05339994437114,8.52958663788754,8.52841071009434,8.59821473931552,6.37584046089486,6.62937607447248,6.54293112977828,6.41445195059807,6.221642720742,6.23042303679215,6.82772414143871,6.67439692208227,6.64127431327583,6.64678665776199,6.41965369580818,6.43342396710404,6.29308541929363,6.57099188294747,6.65947845527062,6.42879858486966,6.49124330057981,7.38428141054345,6.87663543914425,7.0071997743053,6.96000882685923,6.78285847198025,6.2352151913558,6.56995431566748,6.68797394273548,7.11286898281723,7.99691787487019,7.79003015308801,7.88427114701305,7.39535539728831,4.09524779768106,6.95033625825809
"TNFRSF1A - mRNA",7.47473789544716,7.39893283288903,7.47932573137317,7.74168412262994,8.10850754682959,7.85628284572265,7.08711932224776,7.39340355212141,7.30900622924377,7.16226484946547,7.18195901595769,7.41577812459194,7.46440166558601,7.12142459363784,7.02097875031185,7.29335952121119,7.24588675487023,7.18579886785083,7.23768714017236,7.48293569864206,7.32280672611646,7.46584561172124,7.29258282209493,6.64731579047093,7.64217026711481,7.57424022151525,7.5449712696411,7.07658956780914,7.17863172963434,6.95990088193683,7.2622100026134,7.15409154689341,7.99691787487019,8.30460338393163,8.13625035044228,7.05431846916995,4.09524779768106,7.2551908320093
"IRF9 - mRNA",8.09869459119123,7.7045593005543,8.06428835875731,6.71896404816272,6.74035641196301,7.01325229443434,6.52359402430233,6.14735990328508,6.41823532667151,6.45471571684841,6.43923408931306,6.10911680192175,6.60005683678836,6.28288805692368,6.12448327428373,6.55317365669867,6.61995239435505,6.18003964303411,6.31271417731312,6.33429170162208,6.51436178448668,6.36049254356861,6.33612418268208,8.00095281079005,2.54527724159701,6.95275191522904,7.10685011613101,6.52910188678928,6.53477556537811,6.06952531997279,6.44404830977115,6.7592320420997,7.47496521830357,7.38477373643857,7.35864275346566,6.73239031458239,7.45057106455141,7.50672960164952
"PSMB9 - mRNA",9.64466287976704,9.52125201133552,9.42545142423702,5.78607825771635,5.83765363971828,5.73526740865142,6.61030564678023,6.37824378078517,6.39805748132331,6.17838448035994,6.01777028346765,6.45613592216651,6.17263550177264,6.00278000803248,6.21063998156773,5.93972250119434,6.40938536902139,6.49965760708044,6.38866308918239,6.22995489429896,5.77229836681394,6.24209789359222,6.33612418268208,7.64731579766713,6.55470747009866,7.46176556775313,6.47458194406728,6.41362469670674,4.35155787445556,6.10429079899782,5.89656050427173,5.46377617310239,7.64899462176469,7.38477373643857,7.55128792919984,6.60685947443669,7.11353616365691,6.86287351252155
"SAMD9 - mRNA",7.87737035824433,7.53790940051571,7.4847393222464,5.78607825771635,6.22098225152008,6.1137790402382,5.83269804702184,5.88670818644611,6.00319790611537,6.49388634379412,6.39032457826526,6.0706426360314,6.06060887024983,6.14962139636175,6.45966762751957,6.16738996407701,6.19896564377667,6.39416448680961,6.16935007311356,6.44200545576418,5.95211940625473,6.25155811521009,6.17106498132491,6.79931897890579,8.0141390064226,7.46176556775313,7.15265388162591,7.35222397324585,7.05833746257753,6.94079210781628,7.17340067195857,7.71859015120971,7.8619882870325,7.40413899938177,7.75773872770132,7.46935601729441,7.18753677583396,7.67022833364909
"OAS3 - mRNA",8.26219336820869,8.13751856540675,8.52733107535486,5.74168412937049,5.52354495724573,6.14125976015144,6.0957324697315,5.92893641644287,6.01649462617265,6.07884889787317,5.71821008724779,5.97666655613858,5.89961690486713,6.23104900722933,6.42404362722537,5.65432036239224,6.12559240006898,6.31228749841061,5.85814836291778,6.31174900513743,5.91790368103643,6.11311149236272,6.17978216706688,7.64731579766713,7.0141390064226,7.60986430055748,7.36210716175527,7.50108748917859,7.26269590573638,7.29693580354497,7.36604574990096,7.64820077366075,6.86198829323377,6.81917659235191,6.8508481937529,8.19182205903416,8.0355336010123,7.38643550037423
"TAP2 - mRNA",8.4295716031577,8.35365204206805,8.51944033570632,4.9896115761181,5.31409169942814,5.96792824380777,6.30332785347437,6.21718132633938,6.13095337058819,6.21009340980827,6.24383846051063,6.23042303679215,5.96809679014924,6.1214245832766,6.31156886935921,6.34548226528204,6.39904343359168,6.21425536878709,6.39788154485417,6.37834684836023,6.31844158025026,6.11311149236272,5.98465182326442,7.79931897890579,7.80263488419348,7.29670634256233,6.90754141683623,6.78285847198025,6.74422892217568,7.13823804557785,7.28358366584438,6.95854086063391,6.91748344467112,6.79003014656959,6.91693728981774,6.73239031458239,7.91000273642341,7.2551908320093
"HLA-F - mRNA",7.78475933724387,7.84801196585818,8.03875308079437,8.04546489017546,8.52841071009434,7.96023389762243,5.34727127047921,5.0613867037422,5.22559021499082,5.17838448035994,5.40023996726249,5.40550972468467,5.32960488089425,5.21334708730013,5.05631174029071,5.86377368544023,5.65514176379199,5.14499270539435,5.54620433173187,5.27726072688216,4.95211938295193,5.29795108972383,5.35933161449682,7.72531840700645,6.87663543914425,6.77587416529762,7.28193681282074,6.41362469670674,6.2352151913558,6.20382636490237,6.75070963883881,5.70478428266462,7.49334363993863,8.28384475214732,7.89524225326924,6.60685947443669,7.67296350120489,7.18480165946758
"HLA-DMB - mRNA",7.90696516298136,7.88898379976266,7.69082977887029,7.92159318275402,7.77352317960358,7.9051925184233,6.34727127047921,6.13538723549893,5.90652181967249,5.99031217356087,6.01777028346765,6.14659152448916,6.52410789713865,5.76831479674598,5.85700303885738,6.135447058542,6.04828663200739,5.85811155312111,5.85814836291778,6.05098483666462,6.18093821015755,5.93668492887579,6.43409928705068,7.06235335451556,7.36206247327378,7.86702209634478,7.10685011613101,7.11406431461072,6.85670363225737,6.73434112375637,7.2622100026134,7.11286898281723,8.31884590424562,8.67516625817899,8.75171505015945,7.14742792240705,7.72358960474639,3.91156206901603
"TNFRSF14 - mRNA",7.51373205626126,7.3578276913731,7.30668628446025,7.11672357663486,7.24482893354997,7.24622943055681,6.00719583785357,5.78308545576212,5.86302017416417,6.33038762559772,6.03059439830847,6.0706426360314,6.38074376665445,6.2133470678568,6.16820476467382,6.4956226743301,6.16274550845414,6.21425536878709,6.14765491454332,6.34543217973092,6.40333051502441,6.42043508963937,6.21413380273594,7.17783070977035,8.07826940547118,7.64462976461347,6.7376163282704,6.41362469670674,6.99420719108816,6.8204977372643,7.07876388556976,7.07043381030272,7.16684283991699,7.0579633016576,7.09877570061824,7.39535539728831,7.67296350120489,3.91156206901603
"MAP3K8 - mRNA",6.3723762279125,6.2807515093274,6.03875307530821,7.26524604439807,7.27987592896922,7.09983993139721,6.31812488504085,6.57722481200035,6.37759341639842,6.42799845271893,6.34996674697119,6.48568008164798,6.50447908716872,6.55999760083882,6.4944328759103,6.57715252925602,6.32449647349221,6.38418033784425,6.87144515244574,6.74932913832161,5.92939938634715,6.26095698916138,6.25595394012033,7.47739080791864,7.36206247327378,7.33977512328771,7.43805614000572,7.11406431461072,7.31613524976303,6.94079210781628,7.10301128809736,6.86232549097623,9.0224529877842,8.72221478444188,8.82239169621513,6.73239031458239,7.45057106455141,7.50672960164952
"IRF2 - mRNA",7.60684152726123,7.52311240026831,7.52207537918659,7.00847050724169,6.89905418806136,6.96792824380777,6.48477471368521,6.43795000441002,6.37759341639842,6.55689622313536,6.2656978695692,6.43609807688915,6.43705113714355,6.36535006991819,6.16820476467382,6.31728548818851,6.75583581584447,6.35380681999507,6.13668390576884,6.36745847046923,6.34443692113502,6.35172243404299,6.17106498132491,8.28474574963729,8.19856359050694,7.7441653684715,7.96000882685923,7.58354959849051,7.44166612882918,7.20382636490237,7.32540387434484,7.55893341796675,7.75941858361496,8.0579633070712,7.81663252900959,8.10162420915895,8.4505710604276,8.32230503087267
"STAT2 - mRNA",8.05309777853885,7.96759356460483,8.04242871586238,7.37104064514177,7.31409168129623,6.87277105057906,5.91286840802064,6.2508645255384,6.24831038427122,6.31588808741287,6.19910002118231,6.00414723679944,6.47115893793302,6.10231568158339,5.93500558098977,6.45306222876033,6.46001149827767,6.13311869743601,6.16935007311356,6.49298941225403,6.23752157791388,6.4371138917709,6.38970524120906,8.17783070977035,8.30959486597301,7.7758741718803,7.40058137372345,7.35222397324585,7.41741861183892,6.71197338080627,7.28358366584438,7.21379795631802,7.93102989118291,8.12951665794446,7.78158553664308,7.39535539728831,7.32504023570225,7.56331324687139
"TLR3 - mRNA",7.69430442728377,7.49305503373859,7.70944556132589,6.89143125381192,6.8686804322839,6.47942862386941,6.19526811796861,6.07398657483573,6.00319790611537,6.3447428876885,6.17619964357832,6.17104451910018,6.2765864776831,6.22222505256315,6.25186261658347,5.90224785020575,6.04828663200739,6.08462009717262,6.29308541929363,6.1044240786142,6.2830362020135,6.22298898119103,6.49822970571749,7.47739080791864,7.46159809946961,6.95275191522904,6.85309354361047,6.73555272051688,6.78270302395203,6.35582961296675,6.19612077250818,6.52790648209607,7.37938749111375,7.68311498577488,7.49470436053007,6.84786758418782,7.25792599956958,7.18480165946758
"CASP1 - mRNA",7.97840035930408,7.58853542299139,7.82492272201219,6.54903902446589,5.89905417597342,6.14125976015144,6.0957324697315,6.50462104384059,6.19082479024706,6.64072772076332,6.47720204379864,6.29859471975492,6.2374865683211,5.850776974584,6.12448327428373,6.26903020943044,6.4500274185817,6.42370877065241,6.57086638596614,6.24192760427032,6.12204436368065,6.48602345784217,6.41945258003823,8.12124703234306,7.87663543914425,7.0071997743053,7.0106348124209,6.58354960601191,6.2352151913558,5.99737556120658,6.10301128809736,6.36189653675834,8.22298588614796,8.2627830581985,8.44330516069168,7.31735285148549,7.03553360651072,7.4478359099517
"SLC7A5 - mRNA",6.8848262604458,6.96759355884128,6.82492271564954,5.82914696269077,5.92880152726164,6.56308649735102,6.72578290736345,6.72034969517427,6.97623082880842,6.77399424227143,6.55914365524852,6.72743794210599,6.68388824421465,6.95564609520532,6.85700303885738,6.61625234959136,6.70636701757186,7.13311868715841,6.96124186188527,6.83085906773179,6.75947435827307,6.87068726766915,6.69956048832484,7.06235335451556,6.87663543914425,7.60986430055748,7.43805614000572,7.52910188678928,7.74422892217568,7.53215221522631,7.55367287935007,7.02671237755199,7.69735757128982,7.46072247435064,7.29379169621012,6.95478275142539,4.09524779768106,7.61776091873915
"PCK2 - mRNA",6.80847531924815,6.24512760238005,6.63349671722099,6.06361215415612,6.38018081952328,6.29598243289749,6.47159942824061,6.19428089335768,5.93481090776943,6.54451241796804,6.5767375888806,6.20696411058708,6.36631674073788,6.06332166646772,6.56154713722873,6.43568004414657,6.19896564377667,6.29107090236301,6.18007639314011,6.5128889549909,6.2830362020135,6.36049254356861,6.28047613336896,6.93682248616989,7.46159809946961,7.25231230263246,7.15265388162591,7.47251831468308,6.89232749978619,6.5448632899482,7.07876388556976,7.21379795631802,6.35948791032928,6.90324068888173,6.80504458074451,7.60685948183754,4.09524779768106,7.2551908320093
"CCNE1 - mRNA",6.30728127899122,6.56705564401224,6.40132329123742,4.64857461892767,5.06897913443639,5.32022998159229,6.27327072633999,6.54137965790517,6.27067830591104,6.83627866794741,6.37028670908795,6.17104451910018,6.17263550177264,6.34923046098427,6.51150656038908,6.29817656706256,6.39904343359168,6.70610844309486,6.46081282958218,6.6084664584118,6.03958225710034,6.71526952260671,6.59264533779496,6.64731579047093,6.87663543914425,7.64462976461347,6.67621579183532,6.73555272051688,6.74422892217568,6.49333300700726,6.86854612335356,6.98162450909827,6.09645362748722,6.38477373643857,6.27711297345233,7.53974525602318,4.09524779768106,7.18480165946758
"DEPTOR - mRNA",5.71117824989793,5.80584254589402,5.35478056623765,7.71896404816272,7.44337459825666,7.73526740188083,6.24257388800183,5.96996365659642,6.01649462617265,6.24112037218302,6.55026532965843,6.2535066236758,6.593878221393,6.38919686723824,6.51150656038908,6.76284479633714,6.28010241095134,5.90075590332772,6.14765491454332,6.35648743081188,6.34443692113502,6.30705332104832,6.44859905345806,7.28474574501116,7.2551471728932,6.8372747055733,6.32257887405545,6.9161249327106,6.39275645051219,6.88189830426612,7.21848858947201,7.19416919842849,7.09645361694507,6.95668003944533,7.17277617365251,6.73239031458239,7.03553360651072,7.18480165946758
"VEGFB - mRNA",5.83950225019613,5.94556725322064,6.31886107582525,7.09923607283041,7.27987592896922,7.07155090591799,5.8119394707129,5.81345917139594,6.00319790611537,5.93445889642542,5.71821008724779,6.15886973864069,6.1972975407528,6.08295040353811,6.27204055058169,6.12464040249248,6.02156933784307,5.8866807545738,5.77568612518628,6.00956485013291,5.95211940625473,6.26095698916138,5.9945672567063,7.28474574501116,6.87663543914425,7.53771440818601,7.10685011613101,6.73555272051688,6.28966306120229,7.13823804557785,6.62238556336083,6.49619770019288,7.07220605443847,7.08221094282266,7.1546288555468,7.23489065351531,7.67296350120489,6.95033625825809
"PFKFB3 - mRNA",5.71117824989793,5.78118049343834,5.49013253857975,6.20111569163227,6.54291035027558,6.78837881820081,6.27327072633999,6.19428089335768,6.25953768500579,5.89598485572126,6.05590548012097,6.51463147005681,6.66042935627356,6.55999760083882,6.29194015865366,6.88313911667182,6.24588674536538,6.03443444968037,6.59511391729012,6.28884861871878,6.14194387288121,6.52555187857828,6.22259535045995,6.93682248616989,6.55470747009866,7.46176556775313,7.32257886504267,6.63601706727374,7.31613524976303,6.71197338080627,6.65555234642528,6.81169952906008,6.91748344467112,6.87576003914788,6.75773873436727,7.14742792240705,7.67296350120489,7.03279858695618
"LAMA1 - mRNA",6.51373204836692,6.44676136597034,6.05339993350965,6.52304370024058,6.63601972178786,5.93690136873068,5.83269804702184,6.5948189101078,6.50569818181409,6.51942138142003,6.27650470540456,6.50504549580892,6.63658268753165,6.46595406426028,6.60991016348981,5.93972250119434,6.21083971412488,6.05974532021047,6.39788154485417,6.13041926880002,6.65947845527062,6.46177592850872,6.44136737806469,8.06235334911841,7.87663543914425,7.0071997743053,7.24011671810478,6.9161249327106,7.14948540917576,7.06952531997279,7.05410181716721,7.36189653675834,6.27702583592146,6.60158514598879,6.17277617365251,7.84786759045008,7.56604834351135,7.72085451149583
"PFKM - mRNA",6.16755641713426,6.09312447934879,6.11054384040235,6.69588031886232,6.56201911744062,6.58326438140777,6.30332785347437,6.06138668213914,6.14312813418308,6.41445195059807,6.04330537010591,6.05758641198149,6.40917220698941,6.1214245832766,6.18957831132444,6.24926698428248,6.26878712651988,6.07223631902214,6.27318576271195,6.27726072688216,6.07106049725166,6.07098599075302,6.30458875980115,7.28474574501116,6.87663543914425,7.92473758244759,7.19704807226724,7.03811538735184,6.99420719108816,6.97875994169678,7.19612076266973,7.13362749295422,6.64899462176469,6.34524537704776,6.55128793689132,7.53974525602318,7.25792599956958,7.56331324687139
"RPS6KB1 - mRNA",6.41419643345968,6.03172391630812,6.11054384040235,6.91160904393459,6.0954514380078,6.73526739511023,5.63415243569655,5.96996365659642,5.97623084026671,6.12947484141224,6.05590548012097,6.00414723679944,6.07842024224014,5.75614001909464,5.93500558098977,6.10278083500049,6.02156933784307,5.70610842927719,6.02212395476276,5.76600797349135,5.90631573543418,6.08163313506979,6.23100754040594,7.38428141054345,7.36206247327378,7.29670634256233,6.96000882685923,7.66155207209306,7.17863172963434,7.08701278811183,6.92404126902398,7.81169953548132,6.64899462176469,7.00821043646641,6.93831109529093,7.23489065351531,7.25792599956958,7.38643550037423
"TTC30A - mRNA",6.03980094687225,6.18998603287302,6.03875307530821,6.13400149950876,6.29137167243105,6.47942862386941,6.16284675572253,5.81345917139594,5.9487501549662,6.00845957104893,5.91085515148793,6.04441112557249,5.94886053725845,5.78038766544153,5.90947049519894,6.05804243544063,5.95252779987924,5.91469515418967,5.89767672643222,5.60846644362657,5.87098267723172,6.23257520934457,5.87083192914802,8.17783070977035,7.36206247327378,7.57424022151525,6.96000882685923,7.22097945678564,7.17863172963434,6.84125633444783,6.95100825062212,7.25227201973404,6.61582773509589,6.76028280534835,6.46555806286544,7.39535539728831,7.72358960474639,7.11080092615341
"BBC3 - mRNA",6.64246545414048,6.65111980487416,6.53256781932105,6.62432716822165,6.52354497292739,6.34407670815557,5.484774729794,6.19428089335768,5.72404373762058,6.80547249745421,6.59411976774813,5.79978871337265,6.37354821789843,5.86218169770106,5.90947049519894,5.68406777418443,6.0745183022209,6.08462009717262,5.80370053680574,6.26557885559766,6.60317106392864,6.22298898119103,5.82711055854582,7.86970839068429,6.36206246450432,7.2065085510545,7.05954449345743,6.87305626149766,6.70470049593573,6.10429079899782,6.83997694103187,6.36189653675834,7.18956293304606,7.21971447237991,6.98013121284049,6.46935601729441,7.18753677583396,7.11080092615341
"MAML2 - mRNA",5.86987592076012,5.78118049343834,5.91589641627661,6.52304370024058,6.88394734058739,6.6031640447842,5.7034150640923,5.92893641644287,5.89216663781133,6.21009340980827,6.04330537010591,5.68561777602187,5.93914531803982,6.02324419488315,6.14650963794988,5.75585832294213,5.63765435172682,5.91469515418967,6.03399809271667,5.93777421733525,5.97448723326486,5.95995462943594,5.89220564955038,8.12124703234306,7.87663543914425,6.95275191522904,6.32257887405545,6.58354960601191,6.17863172963434,5.84125634702987,5.95100825062212,6.58930700070302,6.64899462176469,6.4232477620353,6.87321598255316,7.14742792240705,7.18753677583396,6.86287351252155
"MAP3K5 - mRNA",6.01283388065325,5.8300900904214,5.88347495107495,6.78607824464376,6.24482894306179,6.71712016889947,5.89323958618277,6.3265286476502,6.19082479024706,6.02638144003564,6.09305852172525,6.13420773279655,6.53704689798178,6.29134947650141,6.52838029602688,6.35476013562059,6.3461915085883,6.18003964303411,6.26313206621989,6.14324321858176,5.9965134853629,6.04945275030231,6.20562235381948,7.56485375727068,7.64217026711481,6.64462977182308,6.47458194406728,6.68664317885846,6.57916963145516,6.73434112375637,6.89656051638058,6.86232549097623,6.80427275336075,6.38477373643857,6.82812815494721,7.05431846916995,7.03553360651072,7.18480165946758
"CRABP2 - mRNA",5.41419643345968,5.96759355884128,6.34290654083054,5.38554016707838,5.06897913443639,5.58326438140777,6.41766056461886,6.09886129948377,6.15520101530495,6.42799845271893,6.40023998434337,6.37425893082422,6.29954761172856,6.44335258284046,6.23139859488669,6.6914097801503,6.26878712651988,6.41392769075557,6.23254374410558,6.56146905456322,6.10186653133896,6.36920980139163,6.49822970571749,7.28474574501116,6.72463240162888,4.26985221203887,7.05954449345743,6.82866210713906,6.57916963145516,6.75636746888834,6.68797394273548,6.86232549097623,6.18956293304606,6.30460337936874,5.89524224114932,7.23489065351531,7.18753677583396,6.86287351252155
"NFKBIE - mRNA",5.45483844615109,5.2807515093274,5.40132327416936,5.95113741848508,6.04201199114626,5.54262242356294,6.02534319774143,5.95641702552761,5.49623779783169,6.14596307238855,5.95188246725765,6.03111425276485,6.02431269710904,6.03336837632467,6.36890205055834,5.90224785020575,6.12559240006898,6.3435384406943,6.1256286626864,5.95242088964764,5.74653533495556,5.99417041231186,5.90277485296248,7.47739080791864,8.2551471728932,4.26985221203887,6.96000882685923,6.78285847198025,6.70470049593573,5.88189830426612,6.32540386534969,6.39666187139073,7.18956293304606,7.4232477620353,6.87321598255316,7.23489065351531,7.18753677583396,7.32230503087267
"BID - mRNA",5.67723089568161,6.11302403562852,6.11054384040235,4.74168410240829,4.63601975079892,5.58326438140777,5.95134253819123,6.07398657483573,5.89216663781133,6.21009340980827,6.17619964357832,6.00414723679944,6.03347273511384,6.19542508597487,6.29194015865366,6.03514206589696,6.16274550845414,6.3741266293358,5.99807853899868,5.96692054228338,6.02893497309823,6.27029474705756,6.07152929347285,8.56485375727068,7.36206247327378,7.25231230263246,7.15265388162591,6.87305626149766,6.96104027557121,6.73434112375637,6.75070963883881,6.93508185129954,6.64899462176469,6.4232477620353,6.70882920008617,7.46935601729441,7.18753677583396,7.03279858695618
"PVR - mRNA",5.83950225019613,5.90047943763441,6.24422226565656,5.78607825771635,5.48401670892908,5.77089150861942,6.04326514046704,5.95641702552761,5.87766700971829,6.07884889787317,6.25480964135468,6.08358174041824,6.28428077207039,6.01304830774367,5.88347521989691,6.36397858155243,6.08745734626906,6.36400250772287,5.94875094911357,6.52273668667552,6.42785284114857,6.27029474705756,6.25595394012033,7.86970839068429,8.0141390064226,7.57424022151525,7.10685011613101,6.68664317885846,6.66405855964985,6.8204977372643,6.19612077250818,6.98162450909827,5.89000267703569,5.93020781862037,5.80504458074451,7.46935601729441,7.38917060989401,6.95033625825809
"G6PD - mRNA",6.67723089568161,6.65111980487416,6.34290654083054,5.38554016707838,5.80594477158194,5.73526740865142,6.38991553563276,6.22849666426137,6.17904771312299,6.59342212406082,6.4100878271198,6.33150921131532,6.47115893793302,6.02324419488315,6.23139859488669,6.29817656706256,6.33538476256485,6.48104183200997,6.27318576271195,6.6176850414608,6.45196528754442,6.3160983578189,6.22259535045995,8.06235334911841,7.36206247327378,7.2065085510545,7.10685011613101,6.99858706768376,7.14948540917576,6.86172038614774,6.19612077250818,6.70478428266462,6.23395708415075,6.60158514598879,6.40543703638894,7.39535539728831,7.32504023570225,7.86287350632409
"TBXAS1 - mRNA",6.49436670899148,6.31551694295125,6.42404335840341,5.44212381225332,4.95794778766417,5.58326438140777,6.45830259599363,6.53227744677863,6.57023837288294,6.41445195059807,6.28723102542426,6.53361466077521,6.20542547531693,6.41265577510032,6.52838029602688,6.4787487684894,6.61101917410652,6.48104183200997,6.41614382495475,6.37834684836023,6.5594497951708,6.60150070249954,6.30458875980115,7.06235335451556,7.13967000662845,7.42223714741598,7.24011671810478,6.52910188678928,6.62223830319985,6.0339015224831,5.5180488398479,5.81169954190256,7.3594879191144,7.7299091517743,7.68373825396536,6.84786758418782,7.56604834351135,6.95033625825809
"MB21D1 - mRNA",5.80847533211936,6.22698025711433,5.89977675708852,6.06361215415612,5.56201911744062,5.77089150861942,6.34727127047921,6.22849666426137,5.9487501549662,6.09592235297784,5.56796744966197,5.89093664424163,5.58767303105121,6.23981920533333,6.40589635261213,5.95200090666329,6.19896564377667,6.42370877065241,6.38866308918239,5.86222321520281,5.77229836681394,6.07098599075302,6.0335614715901,6.93682248616989,6.55470747009866,7.15920292158209,6.85309354361047,6.73555272051688,6.48897180398796,5.88189830426612,6.15031719651318,6.13362749295422,7.16684283991699,7.12951666309611,7.46555806286544,7.23489065351531,7.50946478164692,7.50672960164952
"TMEM173 - mRNA",5.3723762279125,5.34946428961855,5.94760528743213,5.87096704848117,5.70640907040145,6.14125976015144,5.34727127047921,5.47642410580726,5.35683491255991,5.33038762559772,5.41986878601421,5.54301340933778,5.62450980502985,5.28288807545203,5.90947049519894,5.46167526398886,5.70636701757186,5.42370875384714,5.23254376329191,5.34543217973092,5.91790368103643,5.74905788513576,5.66272376824767,6.47739081601437,7.13967000662845,6.71174384642911,7.32257886504267,7.11406431461072,6.82017769846057,6.66616971028183,5.83997694103187,6.64820078085254,8.10842618812686,8.2627830581985,8.11763470230837,7.31735285148549,4.09524779768106,7.2551908320093
"PIK3R2 - mRNA",5.28491346937859,5.53790939275257,5.74597142976885,5.32664660312945,6.50391622353463,6.19469900759244,5.22697702135309,5.67144009752407,5.58816035435472,5.54451240251265,5.56796744966197,5.58000754122526,5.83821657139675,5.28288807545203,5.38751763876031,6.00009528235251,5.73953404477749,5.30171819289235,5.49557825866191,5.93777421733525,5.70700687821087,5.63802661566661,5.62492169848737,7.72531840700645,6.72463240162888,7.67857703466831,7.05954449345743,6.58354960601191,7.05833746257753,6.73434112375637,6.92404126902398,6.64820078085254,6.39901630348308,6.72990914497851,6.27711297345233,7.46935601729441,4.09524779768106,7.50672960164952
"PIAS4 - mRNA",5.32930761789227,5.59562479501561,5.55332637102802,5.87096704848117,5.80594477158194,5.66126684431232,4.91286840802064,5.27289071074017,5.17904771312299,5.24112037218302,5.23278318882586,5.58000754122526,5.29954763004419,5.39705897453426,5.59396857826357,5.51230139011627,5.56550456745704,4.99561507913212,5.52952550729575,5.58985089679809,5.37838416800186,5.42043507279593,5.49124331661653,8.12124703234306,8.07826940547118,7.50023964923526,7.36210716175527,7.50108748917859,7.05833746257753,6.64271068249873,7.2622100026134,7.52790648209607,6.61582773509589,6.6671734932286,7.19069821175937,6.95478275142539,4.09524779768106,7.72085451149583
"MSH6 - mRNA",5.77676644893782,6.24512760238005,5.81636065397176,5.78607825771635,5.44337458167892,5.87277105057906,6.19526811796861,6.15923402926524,6.36725143023468,5.70889916334747,5.82512522461053,6.26491143042515,6.06060887024983,6.25720135523411,6.52838029602688,5.87671282055845,6.0745183022209,6.19153519328095,6.29308541929363,6.16855445158857,5.96334670340625,6.06025955581381,5.94429418550658,6.47739081601437,7.0141390064226,7.2065085510545,6.61208556663003,4.45440721921336,6.28966306120229,6.49333300700726,6.51804882410639,6.49619770019288,6.35948791032928,6.4232477620353,6.46555806286544,6.95478275142539,4.09524779768106,7.11080092615341
